x
104300;4
104301;438
104312;4
105920;785
106000;785
106001;785
1106199990;721
1106199991;59
113701;808
117200;808
117213;808
122501;612
122502;786
122700;14
122701;3
1227010;1
1227011;4
1227013;44
1227014;35
1227016;8
1227017;15
1227018;43
1227019;59
122702;3
1227020;12
1227021;11
1227022;39
1227023;1
1227025;1
1227026;53
1227027;1
1227028;1
122703;1
1227032;2
122704;249
122705;7
122706;182
124300;3
124501;1
124502;2
125000;3
125201;1
125202;2
125901;1
1285500;56
1285501;541
1285620;56
1285621;56
1285701;56
1285702;56
1285900;56
1285901;541
1285934;597
1287300;592
1287301;129
1287910;592
1287911;592
1288100;385
1288101;207
1288402;207
1288920;592
1288921;592
1289100;207
1289101;385
1289302;385
1289602;592
1291199991;59
1291199992;475
1291800;474
1291801;1
1291812;1
1291813;473
1293299990;1
1293299991;1
1293400;1
1293401;1
1294100;1
1294101;1
1294300;1
1294301;1
1296201;246
1297302;246
1298000;246
1298013;246
1303220;714
1303221;210
1303400;590
1303401;124
1303899990;579
1303899991;540
1304300;134
1304301;540
1304510;540
1304511;460
1304522;540
1304523;540
1304800;160
1304801;380
1305001;315
1305002;372
1305700;372
1306699990;96
1306699991;121
1307000;48
1307001;121
1307210;98
1307211;103
1307222;98
1307223;96
1307500;121
1312600;653
1312601;54
1314120;5
1314121;5
1314132;5
1314302;5
1314501;5
1314901;5
1315102;5
1316620;5
1316801;5
1316802;5
1317101;5
1317901;5
1319900;5
1320410;5
1320411;3
1320422;4
1320423;5
132300;15
132400;14
132401;1
132620;1
132621;1
133001;1
133002;1
133101;1
133400;1
133401;1
133700;1
134000;1
134012;1
139800;784
139801;2
140000;784
140001;2
140300;352
140301;434
140600;1
140601;785
141901;785
142200;6
142201;779
142401;6
143200;779
144002;785
144502;17
144503;472
144515;254
144599990;489
144599991;237
145600;718
145601;8
146200;718
146599990;489
146599991;718
147002;726
147300;719
147301;7
164601;721
165801;721
167101;721
17000;21
17001;65
176120;548
176121;548
177120;560
177121;560
178120;100
178121;100
179220;57
179221;11
179300;55
179301;57
180820;57
180821;205
180901;11
180902;55
181100;55
181101;205
181132;55
181133;55
192101;20
194020;721
194200;721
194201;712
194300;408
194301;86
1943010;191
1943011;38
1943012;146
1943013;149
1943014;277
1943015;3
1943016;200
1943017;110
1943018;92
1943019;8
194302;15
1943020;61
1943021;623
194303;40
194304;3
194305;6
194306;79
194307;4
194308;98
194309;3
194601;408
194801;408
19500;785
19513;785
195400;3
195401;83
195600;41
195601;42
195700;22
195701;31
195800;21
195801;7
195900;20
195901;1
196400;3
196401;12
196600;11
196601;1
196613;6
196625;5
196700;6
196701;5
196812;5
196813;1
197000;5
197001;1
197012;1
197013;4
197024;1
197112;5
197300;4
197301;1
197313;4
197400;5
197500;5
197513;5
198801;40
199600;3
199612;3
200100;3
200101;3
200112;3
200600;78
200601;1
200612;78
201100;1
201101;3
201112;1
201600;81
201601;17
201612;81
202100;1
202101;2
202112;1
202601;191
202800;72
202801;139
203000;69
203001;70
203012;1
203013;68
203500;24
203501;14
203700;13
203701;1
203712;3
203713;10
204201;146
204400;3
204401;143
204600;73
204601;70
204612;1
204613;72
205101;149
205300;3
205301;146
205500;73
205501;73
205512;1
205513;72
205800;73
205801;72
206520;73
206533;72
206534;73
206601;72
206700;73
206712;3
206713;70
206810;3
206823;2
206824;3
206901;2
207200;73
207212;73
207300;72
207301;1
207312;72
207324;71
207325;1
207336;71
20800;7
20801;9
208201;144
208301;144
208801;144
208901;144
208902;3
209600;8
209601;136
209801;8
209901;1
209902;7
210601;7
210701;7
210702;3
211100;7
211113;7
211700;72
211701;72
211901;72
21200;9
212101;72
21213;9
212301;144
212901;277
213100;5
213101;275
213700;3
213800;3
213900;3
214500;119
214501;108
215200;2
215201;108
215401;108
216100;3
216101;89
216599990;89
216701;89
217400;4
217401;4
217412;4
217710;4
217711;4
217801;4
217802;4
217813;4
217814;4
218000;3
218001;1
218600;3
218601;58
218999991;58
219000;8
219001;50
219201;8
220500;20
220501;39
220512;20
220620;20
220701;20
220702;19
221001;20
221420;20
221421;20
221501;20
221502;20
221901;20
222201;39
222401;39
222500;18
222501;30
222701;18
222800;4
222801;14
223801;14
224101;14
224610;36
224611;39
224999990;3
224999991;36
225001;3
225002;3
22520;5
225201;3
225202;3
22521;3
225900;30
225901;58
22600;3
226000;8
226001;50
22601;2
22613;3
226399990;8
227200;56
227201;669
227213;55
227214;4
227699991;8
227699992;51
230700;721
230701;721
230732;721
230733;721
231000;288
231001;721
231002;721
231003;72
232900;721
232901;721
236600;712
236601;9
236612;485
236613;669
236624;312
236625;205
236636;312
236700;247
236701;85
236712;239
236713;10
236724;179
236725;78
236800;178
236801;1
236812;118
236813;81
236824;1
236825;117
237300;108
237301;72
237799991;108
239200;144
239201;3
239202;3
241510;8
241511;8
242500;138
242501;721
242512;11
242513;721
242524;142
242525;721
242536;144
242537;721
242600;144
242601;277
243099990;1
243099991;143
243200;3
243201;141
243410;4
243411;144
243910;7
243911;144
245800;721
245801;108
245812;721
245813;278
245824;634
245825;721
247000;278
247001;721
247499990;239
247499991;42
249801;721
250699991;721
251299991;721
252820;721
252821;721
254520;496
254521;721
254532;496
254533;314
254700;314
254701;721
254712;109
254713;266
255310;721
255311;721
257310;712
257311;216
257322;216
257323;712
257400;216
257401;1
257601;1
258310;712
258311;712
258510;216
258511;712
259720;254
259800;254
259801;142
260000;254
260120;111
260121;254
262320;721
262321;721
262720;504
262721;721
262900;504
262901;486
262912;504
262913;2
263000;504
263001;84
263012;159
263013;504
263220;504
263221;504
263300;504
263301;6
263500;504
263501;81
263700;504
263701;83
264200;488
264201;721
264232;488
264233;488
265110;721
265111;721
265200;502
265201;707
265500;3
265501;502
265532;494
265533;12
265544;159
265545;494
265576;37
265577;494
265601;49
265632;37
265633;12
265644;1
265645;36
265676;1
265677;36
265701;13
265732;9
265733;4
265745;9
265776;1
265777;8
265801;5
265832;1
265833;4
265845;1
265877;1
266000;502
266301;707
269110;721
269111;721
269420;721
269421;721
269500;458
269501;721
269600;458
269700;254
269701;205
270299990;3
270299991;254
270800;85
270801;10
270802;78
270803;1
270804;81
270805;1
27100;719
27301;719
273110;254
273111;254
27400;719
27700;713
27701;6
283810;721
283811;721
284410;721
284411;721
284800;72
284801;148
284802;148
284803;721
284804;278
284805;721
286510;134
286511;148
286899991;134
287500;153
287501;143
288510;712
288511;721
288822;217
288823;217
288899990;217
288899991;705
289500;123
289501;705
290300;89
290301;721
290820;721
290821;721
29100;488
29101;719
291600;89
291601;721
