Wert 1 : Wirkleistung L1 (1 s) [umg604-7000-6277]
Nummer;Zeit;Wert 1-avg[W];Wert 1-min[W];Wert 1-max[W];
150;19.12.17 00:02:30;63,548;63,451;63,757;
151;19.12.17 00:02:31;63,596;63,382;63,783;
152;19.12.17 00:02:32;63,591;63,418;63,680;
153;19.12.17 00:02:33;63,541;63,350;63,694;
154;19.12.17 00:02:34;63,556;63,427;63,712;
155;19.12.17 00:02:35;63,627;63,313;64,270;
156;19.12.17 00:02:36;63,478;63,278;63,703;
157;19.12.17 00:02:37;63,470;63,284;63,566;
158;19.12.17 00:02:38;63,481;63,293;63,615;
159;19.12.17 00:02:39;63,599;63,423;63,732;
160;19.12.17 00:02:40;63,618;63,493;63,787;
161;19.12.17 00:02:41;63,622;63,477;63,808;
162;19.12.17 00:02:42;63,599;63,365;63,801;
163;19.12.17 00:02:43;63,597;63,408;63,773;
164;19.12.17 00:02:44;63,581;63,406;63,817;
165;19.12.17 00:02:45;63,563;63,508;63,609;
166;19.12.17 00:02:46;63,675;63,491;63,836;
167;19.12.17 00:02:47;63,570;63,460;63,864;
168;19.12.17 00:02:48;63,492;63,313;63,699;
169;19.12.17 00:02:49;63,266;63,098;63,368;
170;19.12.17 00:02:50;63,297;63,134;63,487;
171;19.12.17 00:02:51;63,375;63,168;63,509;
172;19.12.17 00:02:52;63,445;63,357;63,598;
173;19.12.17 00:02:53;63,369;63,279;63,440;
174;19.12.17 00:02:54;63,275;63,189;63,356;
175;19.12.17 00:02:55;63,340;63,240;63,454;
176;19.12.17 00:02:56;63,324;63,186;63,539;
177;19.12.17 00:02:57;63,341;63,254;63,454;
178;19.12.17 00:02:58;63,302;63,161;63,543;
179;19.12.17 00:02:59;63,394;63,299;63,464;
180;19.12.17 00:03:00;63,408;63,261;63,494;
181;19.12.17 00:03:01;63,759;63,618;63,898;
182;19.12.17 00:03:02;63,709;63,567;63,873;
183;19.12.17 00:03:03;63,741;63,681;63,798;
184;19.12.17 00:03:04;63,785;63,647;63,924;
185;19.12.17 00:03:05;63,813;63,720;63,926;
186;19.12.17 00:03:06;63,741;63,581;63,828;
187;19.12.17 00:03:07;63,756;63,568;63,916;
188;19.12.17 00:03:08;63,708;63,564;63,843;
189;19.12.17 00:03:09;63,765;63,556;63,985;
190;19.12.17 00:03:10;63,492;63,271;63,718;
191;19.12.17 00:03:11;63,580;63,293;63,813;
192;19.12.17 00:03:12;63,524;63,394;63,658;
193;19.12.17 00:03:13;63,637;63,512;63,811;
194;19.12.17 00:03:14;63,463;63,275;63,578;
195;19.12.17 00:03:15;63,535;63,427;63,703;
196;19.12.17 00:03:16;63,512;63,360;63,619;
197;19.12.17 00:03:17;63,521;63,280;63,827;
198;19.12.17 00:03:18;63,450;63,314;63,555;
199;19.12.17 00:03:19;63,528;63,355;63,617;
200;19.12.17 00:03:20;63,528;63,304;63,780;
201;19.12.17 00:03:21;63,342;63,237;63,495;
202;19.12.17 00:03:22;63,332;63,184;63,490;
203;19.12.17 00:03:23;63,340;63,255;63,411;
204;19.12.17 00:03:24;63,412;63,078;63,904;
205;19.12.17 00:03:25;63,417;63,162;63,914;
206;19.12.17 00:03:26;63,322;63,224;63,376;
207;19.12.17 00:03:27;63,394;63,274;63,490;
208;19.12.17 00:03:28;63,372;63,233;63,807;
209;19.12.17 00:03:29;63,419;63,169;63,549;
210;19.12.17 00:03:30;63,330;63,262;63,432;
211;19.12.17 00:03:31;63,477;63,358;63,644;
212;19.12.17 00:03:32;63,327;63,125;63,503;
213;19.12.17 00:03:33;63,397;63,204;63,540;
214;19.12.17 00:03:34;63,264;63,144;63,422;
215;19.12.17 00:03:35;63,444;63,147;63,883;
216;19.12.17 00:03:36;63,744;63,534;63,980;
217;19.12.17 00:03:37;63,723;63,579;63,883;
218;19.12.17 00:03:38;63,685;63,579;63,778;
219;19.12.17 00:03:39;63,749;63,691;63,832;
220;19.12.17 00:03:40;63,843;63,651;63,968;
221;19.12.17 00:03:41;63,767;63,669;63,892;
222;19.12.17 00:03:42;63,845;63,748;63,941;
223;19.12.17 00:03:43;63,829;63,725;63,920;
224;19.12.17 00:03:44;63,794;63,698;63,917;
225;19.12.17 00:03:45;63,658;63,566;63,710;
226;19.12.17 00:03:46;63,665;63,588;63,738;
227;19.12.17 00:03:47;63,675;63,601;63,770;
228;19.12.17 00:03:48;63,695;63,545;63,798;
229;19.12.17 00:03:49;63,678;63,605;63,785;
230;19.12.17 00:03:50;63,629;63,574;63,711;
231;19.12.17 00:03:51;63,685;63,540;63,777;
232;19.12.17 00:03:52;63,481;63,043;63,674;
233;19.12.17 00:03:53;63,190;63,031;63,371;
234;19.12.17 00:03:54;63,381;63,276;63,450;
235;19.12.17 00:03:55;63,305;63,069;63,593;
236;19.12.17 00:03:56;63,332;63,024;64,102;
237;19.12.17 00:03:57;63,388;63,143;63,800;
238;19.12.17 00:03:58;63,348;63,127;63,641;
239;19.12.17 00:03:59;63,201;62,970;63,332;
240;19.12.17 00:04:00;63,285;63,165;63,547;
241;19.12.17 00:04:01;63,177;62,980;63,476;
242;19.12.17 00:04:02;63,205;62,876;63,454;
243;19.12.17 00:04:03;63,298;63,035;63,575;
244;19.12.17 00:04:04;63,377;62,945;64,166;
245;19.12.17 00:04:05;63,322;63,107;63,652;
246;19.12.17 00:04:06;63,208;62,976;63,525;
247;19.12.17 00:04:07;63,221;63,074;63,457;
248;19.12.17 00:04:08;63,281;63,166;63,462;
249;19.12.17 00:04:09;63,184;62,946;63,412;
250;19.12.17 00:04:10;63,165;63,015;63,394;
251;19.12.17 00:04:11;63,229;62,940;63,637;
252;19.12.17 00:04:12;63,191;62,980;63,502;
253;19.12.17 00:04:13;63,714;63,544;63,809;
254;19.12.17 00:04:14;63,791;63,694;63,897;
255;19.12.17 00:04:15;63,765;63,664;63,918;
256;19.12.17 00:04:16;63,820;63,707;63,945;
257;19.12.17 00:04:17;63,763;63,712;63,840;
258;19.12.17 00:04:18;63,769;63,661;63,884;
259;19.12.17 00:04:19;63,762;63,679;63,849;
260;19.12.17 00:04:20;63,791;63,699;63,873;
261;19.12.17 00:04:21;63,802;63,697;63,896;
262;19.12.17 00:04:22;63,800;63,698;63,877;
263;19.12.17 00:04:23;63,853;63,698;63,964;
264;19.12.17 00:04:24;63,842;63,740;64,019;
265;19.12.17 00:04:25;63,836;63,701;63,888;
266;19.12.17 00:04:26;63,780;63,715;63,897;
267;19.12.17 00:04:27;63,683;63,582;63,943;
268;19.12.17 00:04:28;63,545;63,444;63,827;
269;19.12.17 00:04:29;63,526;63,488;63,553;
270;19.12.17 00:04:30;63,493;63,373;63,651;
271;19.12.17 00:04:31;63,498;63,327;63,626;
272;19.12.17 00:04:32;63,535;63,424;63,746;
273;19.12.17 00:04:33;63,437;63,273;63,581;
274;19.12.17 00:04:34;63,578;63,409;63,759;
275;19.12.17 00:04:35;63,484;63,405;63,592;
276;19.12.17 00:04:36;63,589;63,436;63,760;
277;19.12.17 00:04:37;63,637;63,360;63,899;
278;19.12.17 00:04:38;63,543;63,374;63,675;
279;19.12.17 00:04:39;63,569;63,456;63,715;
280;19.12.17 00:04:40;63,600;63,414;63,862;
281;19.12.17 00:04:41;63,536;63,436;63,672;
282;19.12.17 00:04:42;63,627;63,489;63,862;
283;19.12.17 00:04:43;63,594;63,533;63,651;
284;19.12.17 00:04:44;63,565;63,506;63,630;
285;19.12.17 00:04:45;63,694;63,582;63,875;
286;19.12.17 00:04:46;63,575;63,427;63,698;
287;19.12.17 00:04:47;63,596;63,373;63,774;
288;19.12.17 00:04:48;63,652;63,389;64,069;
289;19.12.17 00:04:49;63,560;63,386;63,674;
290;19.12.17 00:04:50;63,622;63,500;63,733;
291;19.12.17 00:04:51;63,532;63,462;63,652;
292;19.12.17 00:04:52;63,502;63,319;63,577;
293;19.12.17 00:04:53;63,590;63,436;63,778;
294;19.12.17 00:04:54;63,541;63,444;63,687;
295;19.12.17 00:04:55;63,545;63,316;63,959;
296;19.12.17 00:04:56;63,478;63,296;63,560;
297;19.12.17 00:04:57;63,636;63,369;64,002;
298;19.12.17 00:04:58;63,464;63,345;63,545;
299;19.12.17 00:04:59;63,541;63,351;63,604;
300;19.12.17 00:05:00;63,511;63,364;63,612;
301;19.12.17 00:05:01;63,526;63,343;63,940;
302;19.12.17 00:05:02;63,426;63,337;63,555;
303;19.12.17 00:05:03;63,535;63,394;63,743;
304;19.12.17 00:05:04;63,539;63,441;63,660;
305;19.12.17 00:05:05;63,546;63,412;63,778;
306;19.12.17 00:05:06;63,481;63,320;63,600;
307;19.12.17 00:05:07;63,656;63,402;63,856;
308;19.12.17 00:05:08;63,558;63,396;63,667;
309;19.12.17 00:05:09;63,499;63,411;63,617;
310;19.12.17 00:05:10;63,603;63,255;63,990;
311;19.12.17 00:05:11;63,625;63,383;63,869;
312;19.12.17 00:05:12;63,548;63,410;63,765;
313;19.12.17 00:05:13;63,587;63,380;63,849;
314;19.12.17 00:05:14;63,568;63,475;63,648;
315;19.12.17 00:05:15;63,664;63,506;63,939;
316;19.12.17 00:05:16;63,757;63,330;64,454;
317;19.12.17 00:05:17;63,586;63,435;63,709;
318;19.12.17 00:05:18;63,664;63,239;64,040;
319;19.12.17 00:05:19;63,627;63,489;63,966;
320;19.12.17 00:05:20;63,605;63,397;63,788;
321;19.12.17 00:05:21;64,023;63,867;64,113;
322;19.12.17 00:05:22;63,993;63,891;64,158;
323;19.12.17 00:05:23;63,971;63,874;64,090;
324;19.12.17 00:05:24;63,930;63,843;64,057;
325;19.12.17 00:05:25;63,979;63,855;64,184;
326;19.12.17 00:05:26;63,990;63,794;64,308;
327;19.12.17 00:05:27;63,604;63,449;63,710;
328;19.12.17 00:05:28;63,625;63,470;63,814;
329;19.12.17 00:05:29;63,645;63,489;63,877;
330;19.12.17 00:05:30;63,646;63,503;63,765;
331;19.12.17 00:05:31;63,543;63,396;63,701;
332;19.12.17 00:05:32;63,624;63,460;63,785;
333;19.12.17 00:05:33;63,597;63,439;63,714;
334;19.12.17 00:05:34;63,698;63,548;63,925;
335;19.12.17 00:05:35;63,651;63,533;63,765;
336;19.12.17 00:05:36;63,778;63,598;64,090;
337;19.12.17 00:05:37;63,962;63,903;64,048;
338;19.12.17 00:05:38;63,959;63,846;64,106;
339;19.12.17 00:05:39;63,964;63,882;64,018;
340;19.12.17 00:05:40;63,938;63,832;64,081;
341;19.12.17 00:05:41;63,961;63,862;64,033;
342;19.12.17 00:05:42;63,543;63,410;63,665;
343;19.12.17 00:05:43;63,546;63,424;63,754;
344;19.12.17 00:05:44;63,520;63,453;63,644;
345;19.12.17 00:05:45;63,524;63,372;63,729;
346;19.12.17 00:05:46;63,564;63,384;63,782;
347;19.12.17 00:05:47;63,505;63,335;63,641;
348;19.12.17 00:05:48;63,527;63,371;63,726;
349;19.12.17 00:05:49;63,577;63,370;63,876;
350;19.12.17 00:05:50;63,523;63,300;63,713;
351;19.12.17 00:05:51;63,561;63,445;63,799;
352;19.12.17 00:05:52;63,647;63,507;63,901;
353;19.12.17 00:05:53;63,589;63,275;64,094;
354;19.12.17 00:05:54;63,544;63,486;63,655;
355;19.12.17 00:05:55;63,796;63,473;64,545;
356;19.12.17 00:05:56;63,510;63,433;63,555;
357;19.12.17 00:05:57;63,545;63,392;63,696;
358;19.12.17 00:05:58;63,599;63,406;63,907;
359;19.12.17 00:05:59;63,535;63,384;63,639;
360;19.12.17 00:06:00;63,561;63,386;63,782;
361;19.12.17 00:06:01;63,687;63,471;63,896;
362;19.12.17 00:06:02;63,606;63,401;64,064;
363;19.12.17 00:06:03;63,512;63,282;63,833;
364;19.12.17 00:06:04;63,557;63,202;63,778;
365;19.12.17 00:06:05;63,420;63,372;63,499;
366;19.12.17 00:06:06;63,537;63,413;63,777;
367;19.12.17 00:06:07;63,449;63,314;63,596;
368;19.12.17 00:06:08;63,418;63,298;63,484;
369;19.12.17 00:06:09;63,561;63,436;63,850;
370;19.12.17 00:06:10;63,514;63,402;63,642;
371;19.12.17 00:06:11;63,697;63,321;64,051;
372;19.12.17 00:06:12;63,504;63,180;63,729;
373;19.12.17 00:06:13;63,733;63,377;63,994;
374;19.12.17 00:06:14;63,820;63,729;63,897;
375;19.12.17 00:06:15;63,825;63,724;63,910;
376;19.12.17 00:06:16;63,819;63,683;63,959;
377;19.12.17 00:06:17;63,851;63,720;63,971;
378;19.12.17 00:06:18;63,804;63,691;63,923;
379;19.12.17 00:06:19;63,815;63,719;63,905;
380;19.12.17 00:06:20;63,787;63,697;63,880;
381;19.12.17 00:06:21;63,699;63,567;63,835;
382;19.12.17 00:06:22;63,722;63,656;63,792;
383;19.12.17 00:06:23;63,692;63,640;63,813;
384;19.12.17 00:06:24;63,732;63,628;63,832;
385;19.12.17 00:06:25;63,720;63,608;63,823;
386;19.12.17 00:06:26;63,724;63,601;63,883;
387;19.12.17 00:06:27;63,676;63,577;63,751;
388;19.12.17 00:06:28;63,692;63,598;63,808;
389;19.12.17 00:06:29;63,710;63,618;63,794;
390;19.12.17 00:06:30;63,710;63,589;63,842;
391;19.12.17 00:06:31;63,759;63,586;63,831;
392;19.12.17 00:06:32;63,675;63,566;63,799;
393;19.12.17 00:06:33;63,754;63,636;63,842;
394;19.12.17 00:06:34;63,846;63,794;63,901;
395;19.12.17 00:06:35;63,862;63,741;63,990;
396;19.12.17 00:06:36;63,873;63,749;64,073;
397;19.12.17 00:06:37;63,832;63,731;63,979;
398;19.12.17 00:06:38;63,829;63,676;63,968;
399;19.12.17 00:06:39;63,823;63,759;63,923;
400;19.12.17 00:06:40;63,439;63,206;63,916;
401;19.12.17 00:06:41;63,336;63,140;63,667;
402;19.12.17 00:06:42;63,414;63,202;63,643;
403;19.12.17 00:06:43;63,289;63,123;63,506;
404;19.12.17 00:06:44;63,284;63,142;63,442;
405;19.12.17 00:06:45;63,313;63,229;63,426;
406;19.12.17 00:06:46;63,291;63,076;63,661;
407;19.12.17 00:06:47;63,388;63,310;63,503;
408;19.12.17 00:06:48;63,297;63,136;63,459;
409;19.12.17 00:06:49;63,316;63,236;63,448;
410;19.12.17 00:06:50;63,222;63,106;63,374;
411;19.12.17 00:06:51;63,281;63,101;63,579;
412;19.12.17 00:06:52;63,318;63,134;63,459;
413;19.12.17 00:06:53;63,249;63,128;63,324;
414;19.12.17 00:06:54;63,304;63,046;63,535;
415;19.12.17 00:06:55;63,273;62,950;63,720;
416;19.12.17 00:06:56;63,355;63,184;63,561;
417;19.12.17 00:06:57;63,341;63,232;63,457;
418;19.12.17 00:06:58;63,397;63,236;63,518;
419;19.12.17 00:06:59;63,381;63,100;63,874;
420;19.12.17 00:07:00;63,371;63,246;63,549;
421;19.12.17 00:07:01;63,326;63,233;63,431;
422;19.12.17 00:07:02;63,380;63,327;63,455;
423;19.12.17 00:07:03;63,244;63,018;63,445;
424;19.12.17 00:07:04;63,336;63,102;63,494;
425;19.12.17 00:07:05;63,277;63,078;63,472;
426;19.12.17 00:07:06;63,362;63,330;63,431;
427;19.12.17 00:07:07;63,383;63,239;63,500;
428;19.12.17 00:07:08;63,710;63,331;63,925;
429;19.12.17 00:07:09;63,876;63,786;63,980;
430;19.12.17 00:07:10;63,829;63,761;63,973;
431;19.12.17 00:07:11;63,864;63,815;63,911;
432;19.12.17 00:07:12;63,836;63,800;63,913;
433;19.12.17 00:07:13;63,828;63,733;63,905;
434;19.12.17 00:07:14;63,777;63,566;63,958;
435;19.12.17 00:07:15;63,443;63,232;63,763;
436;19.12.17 00:07:16;63,441;63,303;63,551;
437;19.12.17 00:07:17;63,318;63,202;63,496;
438;19.12.17 00:07:18;63,418;63,245;63,758;
439;19.12.17 00:07:19;63,313;63,133;63,542;
440;19.12.17 00:07:20;63,374;63,279;63,450;
441;19.12.17 00:07:21;63,393;63,219;63,609;
442;19.12.17 00:07:22;63,294;63,057;63,477;
443;19.12.17 00:07:23;63,400;63,150;63,637;
444;19.12.17 00:07:24;63,379;63,113;63,660;
445;19.12.17 00:07:25;63,492;63,298;63,840;
446;19.12.17 00:07:26;63,382;63,278;63,516;
447;19.12.17 00:07:27;63,418;63,355;63,486;
448;19.12.17 00:07:28;63,561;63,465;63,718;
449;19.12.17 00:07:29;63,456;63,343;63,540;
450;19.12.17 00:07:30;63,310;63,207;63,400;
451;19.12.17 00:07:31;63,464;63,240;63,875;
452;19.12.17 00:07:32;63,346;63,186;63,530;
453;19.12.17 00:07:33;63,363;63,295;63,470;
454;19.12.17 00:07:34;63,460;63,362;63,554;
455;19.12.17 00:07:35;63,539;63,139;63,859;
456;19.12.17 00:07:36;63,540;63,472;63,698;
457;19.12.17 00:07:37;63,379;63,209;63,533;
458;19.12.17 00:07:38;63,479;63,260;63,756;
459;19.12.17 00:07:39;63,444;63,265;63,846;
460;19.12.17 00:07:40;63,365;63,288;63,537;
461;19.12.17 00:07:41;63,480;63,197;63,988;
462;19.12.17 00:07:42;63,430;63,231;63,836;
463;19.12.17 00:07:43;63,507;63,363;63,765;
464;19.12.17 00:07:44;63,391;63,293;63,440;
465;19.12.17 00:07:45;63,407;63,188;63,507;
466;19.12.17 00:07:46;63,372;63,132;63,496;
467;19.12.17 00:07:47;63,900;63,808;63,996;
468;19.12.17 00:07:48;63,921;63,808;63,992;
469;19.12.17 00:07:49;63,914;63,819;64,040;
470;19.12.17 00:07:50;63,907;63,783;64,048;
471;19.12.17 00:07:51;63,856;63,761;64,077;
472;19.12.17 00:07:52;63,965;63,841;64,041;
473;19.12.17 00:07:53;63,834;63,754;63,915;
474;19.12.17 00:07:54;63,887;63,747;64,000;
475;19.12.17 00:07:55;63,891;63,822;63,957;
476;19.12.17 00:07:56;63,889;63,748;64,050;
477;19.12.17 00:07:57;63,937;63,774;64,018;
478;19.12.17 00:07:58;63,853;63,748;63,935;
479;19.12.17 00:07:59;63,717;63,487;64,039;
480;19.12.17 00:08:00;63,592;63,478;63,689;
481;19.12.17 00:08:01;63,699;63,456;63,960;
482;19.12.17 00:08:02;63,631;63,452;63,955;
483;19.12.17 00:08:03;63,596;63,543;63,663;
484;19.12.17 00:08:04;63,589;63,500;63,660;
485;19.12.17 00:08:05;63,648;63,606;63,704;
486;19.12.17 00:08:06;63,660;63,602;63,691;
487;19.12.17 00:08:07;63,667;63,530;63,814;
488;19.12.17 00:08:08;63,643;63,458;63,825;
489;19.12.17 00:08:09;63,672;63,545;63,765;
490;19.12.17 00:08:10;63,591;63,401;63,720;
491;19.12.17 00:08:11;63,549;63,344;63,697;
492;19.12.17 00:08:12;63,556;63,448;63,698;
493;19.12.17 00:08:13;63,552;63,402;63,716;
494;19.12.17 00:08:14;63,450;63,382;63,484;
495;19.12.17 00:08:15;63,561;63,346;63,785;
496;19.12.17 00:08:16;63,468;63,323;63,609;
497;19.12.17 00:08:17;63,515;63,433;63,689;
498;19.12.17 00:08:18;63,505;63,413;63,568;
499;19.12.17 00:08:19;63,534;63,416;63,683;
500;19.12.17 00:08:20;63,542;63,420;63,739;
501;19.12.17 00:08:21;63,510;63,353;63,574;
502;19.12.17 00:08:22;63,630;63,454;63,802;
503;19.12.17 00:08:23;63,608;63,516;63,788;
504;19.12.17 00:08:24;63,634;63,498;63,759;
505;19.12.17 00:08:25;63,602;63,486;63,687;
506;19.12.17 00:08:26;63,662;63,505;63,786;
507;19.12.17 00:08:27;63,647;63,538;63,967;
508;19.12.17 00:08:28;63,678;63,565;63,794;
509;19.12.17 00:08:29;63,644;63,507;63,751;
510;19.12.17 00:08:30;63,616;63,411;63,833;
511;19.12.17 00:08:31;63,820;63,644;64,316;
512;19.12.17 00:08:32;63,648;63,459;63,867;
