Wert 1 : Wirkleistung L1 (1 s) [umg604-7000-6277]
Nummer;Zeit;Wert 1-avg[W];Wert 1-min[W];Wert 1-max[W];
26958;19.12.17 07:29:18;63,671;63,588;63,777;
26959;19.12.17 07:29:19;63,572;63,449;63,659;
26960;19.12.17 07:29:20;63,619;63,518;63,731;
26961;19.12.17 07:29:21;63,645;63,502;63,723;
26962;19.12.17 07:29:22;63,634;63,553;63,727;
26963;19.12.17 07:29:23;63,690;63,477;63,856;
26964;19.12.17 07:29:24;63,626;63,487;63,791;
26965;19.12.17 07:29:25;63,594;63,448;63,686;
26966;19.12.17 07:29:26;63,548;63,441;63,659;
26967;19.12.17 07:29:27;63,673;63,595;63,804;
26968;19.12.17 07:29:28;63,656;63,584;63,807;
26969;19.12.17 07:29:29;63,589;63,420;63,665;
26970;19.12.17 07:29:30;63,586;63,518;63,678;
26971;19.12.17 07:29:31;63,618;63,572;63,679;
26972;19.12.17 07:29:32;63,575;63,457;63,716;
26973;19.12.17 07:29:33;63,589;63,427;63,706;
26974;19.12.17 07:29:34;63,682;63,589;63,785;
26975;19.12.17 07:29:35;63,567;63,501;63,665;
26976;19.12.17 07:29:36;63,625;63,547;63,748;
26977;19.12.17 07:29:37;63,597;63,432;63,687;
26978;19.12.17 07:29:38;63,590;63,542;63,672;
26979;19.12.17 07:29:39;63,576;63,418;63,687;
26980;19.12.17 07:29:40;63,560;63,460;63,692;
26981;19.12.17 07:29:41;63,541;63,416;63,632;
26982;19.12.17 07:29:42;63,498;63,386;63,577;
26983;19.12.17 07:29:43;63,557;63,435;63,684;
26984;19.12.17 07:29:44;63,458;63,389;63,520;
26985;19.12.17 07:29:45;63,583;63,481;63,662;
26986;19.12.17 07:29:46;63,565;63,496;63,654;
26987;19.12.17 07:29:47;63,521;63,433;63,667;
26988;19.12.17 07:29:48;63,551;63,421;63,748;
26989;19.12.17 07:29:49;63,566;63,491;63,606;
26990;19.12.17 07:29:50;63,552;63,504;63,643;
26991;19.12.17 07:29:51;63,615;63,544;63,706;
26992;19.12.17 07:29:52;63,629;63,524;63,706;
26993;19.12.17 07:29:53;63,589;63,461;63,730;
26994;19.12.17 07:29:54;63,608;63,461;63,742;
26995;19.12.17 07:29:55;63,574;63,397;63,738;
26996;19.12.17 07:29:56;63,599;63,500;63,689;
26997;19.12.17 07:29:57;63,655;63,546;63,813;
26998;19.12.17 07:29:58;63,853;63,547;64,645;
26999;19.12.17 07:29:59;63,565;63,374;63,871;
27000;19.12.17 07:30:00;63,550;63,444;63,670;
27001;19.12.17 07:30:01;63,633;63,514;63,770;
27002;19.12.17 07:30:02;63,620;63,554;63,689;
27003;19.12.17 07:30:03;63,676;63,600;63,738;
27004;19.12.17 07:30:04;63,596;63,486;63,818;
27005;19.12.17 07:30:05;63,691;63,618;63,738;
27006;19.12.17 07:30:06;63,631;63,523;63,820;
27007;19.12.17 07:30:07;63,665;63,550;63,796;
27008;19.12.17 07:30:08;63,640;63,475;63,809;
27009;19.12.17 07:30:09;63,628;63,524;63,742;
27010;19.12.17 07:30:10;63,611;63,516;63,790;
27011;19.12.17 07:30:11;63,568;63,448;63,605;
27012;19.12.17 07:30:12;63,578;63,424;63,663;
27013;19.12.17 07:30:13;63,718;63,521;64,081;
27014;19.12.17 07:30:14;63,660;63,531;63,801;
27015;19.12.17 07:30:15;63,552;63,382;63,637;
27016;19.12.17 07:30:16;63,618;63,511;63,689;
27017;19.12.17 07:30:17;63,630;63,437;63,819;
27018;19.12.17 07:30:18;63,631;63,544;63,809;
27019;19.12.17 07:30:19;63,731;63,610;63,859;
27020;19.12.17 07:30:20;63,735;63,604;63,852;
27021;19.12.17 07:30:21;63,704;63,494;63,804;
27022;19.12.17 07:30:22;63,616;63,450;63,738;
27023;19.12.17 07:30:23;63,697;63,574;63,894;
27024;19.12.17 07:30:24;63,658;63,516;63,740;
27025;19.12.17 07:30:25;63,817;63,618;63,982;
27026;19.12.17 07:30:26;63,899;63,677;64,041;
27027;19.12.17 07:30:27;63,792;63,566;64,006;
27028;19.12.17 07:30:28;63,808;63,713;63,904;
27029;19.12.17 07:30:29;63,803;63,632;63,960;
27030;19.12.17 07:30:30;63,835;63,591;64,003;
27031;19.12.17 07:30:31;63,764;63,631;63,983;
27032;19.12.17 07:30:32;63,780;63,696;63,874;
27033;19.12.17 07:30:33;63,803;63,698;63,851;
27034;19.12.17 07:30:34;63,767;63,554;63,868;
27035;19.12.17 07:30:35;63,709;63,572;63,843;
27036;19.12.17 07:30:36;63,635;63,498;63,761;
27037;19.12.17 07:30:37;63,609;63,506;63,697;
27038;19.12.17 07:30:38;63,569;63,459;63,666;
27039;19.12.17 07:30:39;63,670;63,576;63,814;
27040;19.12.17 07:30:40;63,594;63,485;63,653;
27041;19.12.17 07:30:41;63,633;63,517;63,720;
27042;19.12.17 07:30:42;63,625;63,550;63,724;
27043;19.12.17 07:30:43;63,622;63,536;63,706;
27044;19.12.17 07:30:44;63,621;63,552;63,682;
27045;19.12.17 07:30:45;63,639;63,459;63,826;
27046;19.12.17 07:30:46;63,674;63,423;63,814;
27047;19.12.17 07:30:47;63,683;63,592;63,780;
27048;19.12.17 07:30:48;63,727;63,599;63,783;
27049;19.12.17 07:30:49;63,638;63,473;63,744;
27050;19.12.17 07:30:50;63,704;63,594;63,836;
27051;19.12.17 07:30:51;63,680;63,528;63,809;
27052;19.12.17 07:30:52;63,671;63,504;63,808;
27053;19.12.17 07:30:53;63,674;63,543;63,878;
27054;19.12.17 07:30:54;63,623;63,497;63,869;
27055;19.12.17 07:30:55;63,703;63,582;63,826;
27056;19.12.17 07:30:56;63,701;63,567;63,774;
27057;19.12.17 07:30:57;63,645;63,605;63,698;
27058;19.12.17 07:30:58;63,640;63,497;63,742;
27059;19.12.17 07:30:59;63,660;63,579;63,831;
27060;19.12.17 07:31:00;63,598;63,516;63,697;
27061;19.12.17 07:31:01;63,585;63,434;63,727;
27062;19.12.17 07:31:02;63,686;63,507;63,835;
27063;19.12.17 07:31:03;63,626;63,480;63,761;
27064;19.12.17 07:31:04;63,642;63,476;63,861;
27065;19.12.17 07:31:05;63,535;63,449;63,622;
27066;19.12.17 07:31:06;63,600;63,473;63,766;
27067;19.12.17 07:31:07;63,636;63,438;63,811;
27068;19.12.17 07:31:08;63,635;63,540;63,747;
27069;19.12.17 07:31:09;63,632;63,470;63,854;
27070;19.12.17 07:31:10;63,636;63,391;63,971;
27071;19.12.17 07:31:11;63,619;63,498;63,715;
27072;19.12.17 07:31:12;63,627;63,535;63,699;
27073;19.12.17 07:31:13;63,691;63,625;63,838;
27074;19.12.17 07:31:14;63,609;63,532;63,666;
27075;19.12.17 07:31:15;63,657;63,591;63,751;
27076;19.12.17 07:31:16;63,702;63,553;63,873;
27077;19.12.17 07:31:17;63,693;63,508;63,903;
27078;19.12.17 07:31:18;63,733;63,519;63,907;
27079;19.12.17 07:31:19;63,585;63,504;63,648;
27080;19.12.17 07:31:20;63,691;63,558;63,808;
27081;19.12.17 07:31:21;63,630;63,509;63,732;
27082;19.12.17 07:31:22;63,677;63,532;63,833;
27083;19.12.17 07:31:23;63,658;63,519;63,846;
27084;19.12.17 07:31:24;63,669;63,512;63,838;
27085;19.12.17 07:31:25;63,669;63,578;63,768;
27086;19.12.17 07:31:26;63,645;63,445;63,826;
27087;19.12.17 07:31:27;63,634;63,543;63,741;
27088;19.12.17 07:31:28;63,609;63,414;63,766;
27089;19.12.17 07:31:29;63,686;63,611;63,756;
27090;19.12.17 07:31:30;63,601;63,491;63,695;
27091;19.12.17 07:31:31;63,646;63,500;63,739;
27092;19.12.17 07:31:32;63,581;63,541;63,639;
27093;19.12.17 07:31:33;63,647;63,519;63,754;
27094;19.12.17 07:31:34;63,760;63,644;63,905;
27095;19.12.17 07:31:35;63,736;63,587;63,839;
27096;19.12.17 07:31:36;63,742;63,568;63,926;
27097;19.12.17 07:31:37;63,749;63,652;63,810;
27098;19.12.17 07:31:38;63,746;63,590;63,876;
27099;19.12.17 07:31:39;63,742;63,555;63,874;
27100;19.12.17 07:31:40;63,757;63,586;63,882;
27101;19.12.17 07:31:41;63,805;63,758;63,930;
27102;19.12.17 07:31:42;63,834;63,660;64,131;
27103;19.12.17 07:31:43;63,783;63,640;63,865;
27104;19.12.17 07:31:44;63,746;63,495;63,887;
27105;19.12.17 07:31:45;63,683;63,596;63,827;
27106;19.12.17 07:31:46;63,680;63,591;63,761;
27107;19.12.17 07:31:47;63,780;63,657;63,918;
27108;19.12.17 07:31:48;63,695;63,568;63,885;
27109;19.12.17 07:31:49;63,656;63,568;63,732;
27110;19.12.17 07:31:50;63,714;63,670;63,799;
27111;19.12.17 07:31:51;63,652;63,535;63,796;
27112;19.12.17 07:31:52;63,734;63,577;63,874;
27113;19.12.17 07:31:53;63,665;63,554;63,745;
27114;19.12.17 07:31:54;63,673;63,557;63,759;
27115;19.12.17 07:31:55;63,598;63,528;63,694;
27116;19.12.17 07:31:56;63,669;63,614;63,741;
27117;19.12.17 07:31:57;63,597;63,501;63,701;
27118;19.12.17 07:31:58;63,644;63,546;63,748;
27119;19.12.17 07:31:59;63,675;63,590;63,783;
27120;19.12.17 07:32:00;63,601;63,439;63,740;
27121;19.12.17 07:32:01;63,665;63,520;63,798;
27122;19.12.17 07:32:02;63,676;63,628;63,739;
27123;19.12.17 07:32:03;63,627;63,430;63,701;
27124;19.12.17 07:32:04;63,587;63,537;63,765;
27125;19.12.17 07:32:05;63,682;63,612;63,783;
27126;19.12.17 07:32:06;63,556;63,430;63,622;
27127;19.12.17 07:32:07;63,658;63,591;63,708;
27128;19.12.17 07:32:08;63,573;63,394;63,706;
27129;19.12.17 07:32:09;63,619;63,393;63,895;
27130;19.12.17 07:32:10;63,666;63,550;63,760;
27131;19.12.17 07:32:11;63,645;63,447;63,831;
27132;19.12.17 07:32:12;63,762;63,601;63,846;
27133;19.12.17 07:32:13;63,674;63,513;63,801;
27134;19.12.17 07:32:14;63,661;63,579;63,835;
27135;19.12.17 07:32:15;63,676;63,530;63,820;
27136;19.12.17 07:32:16;63,691;63,555;63,787;
27137;19.12.17 07:32:17;63,715;63,529;63,895;
27138;19.12.17 07:32:18;63,634;63,470;63,877;
27139;19.12.17 07:32:19;63,730;63,613;63,842;
27140;19.12.17 07:32:20;63,610;63,501;63,685;
27141;19.12.17 07:32:21;63,723;63,685;63,776;
27142;19.12.17 07:32:22;63,672;63,525;63,805;
27143;19.12.17 07:32:23;63,671;63,546;63,773;
27144;19.12.17 07:32:24;63,655;63,458;63,880;
27145;19.12.17 07:32:25;63,670;63,579;63,775;
27146;19.12.17 07:32:26;63,685;63,618;63,767;
27147;19.12.17 07:32:27;63,682;63,471;63,800;
27148;19.12.17 07:32:28;63,655;63,481;63,928;
27149;19.12.17 07:32:29;63,642;63,578;63,780;
27150;19.12.17 07:32:30;63,684;63,507;63,875;
27151;19.12.17 07:32:31;63,670;63,581;63,840;
27152;19.12.17 07:32:32;63,628;63,563;63,692;
27153;19.12.17 07:32:33;63,689;63,616;63,790;
27154;19.12.17 07:32:34;63,650;63,458;63,878;
27155;19.12.17 07:32:35;63,667;63,599;63,723;
27156;19.12.17 07:32:36;63,667;63,569;63,789;
27157;19.12.17 07:32:37;63,717;63,565;63,894;
27158;19.12.17 07:32:38;63,660;63,559;63,737;
27159;19.12.17 07:32:39;63,715;63,594;63,903;
27160;19.12.17 07:32:40;63,704;63,594;63,812;
27161;19.12.17 07:32:41;63,736;63,583;63,917;
27162;19.12.17 07:32:42;63,737;63,532;63,881;
27163;19.12.17 07:32:43;63,830;63,705;63,979;
27164;19.12.17 07:32:44;63,887;63,768;64,005;
27165;19.12.17 07:32:45;63,773;63,562;63,944;
27166;19.12.17 07:32:46;63,879;63,748;63,964;
27167;19.12.17 07:32:47;63,797;63,603;63,930;
27168;19.12.17 07:32:48;63,837;63,762;63,919;
27169;19.12.17 07:32:49;63,836;63,658;63,955;
27170;19.12.17 07:32:50;63,794;63,644;63,907;
27171;19.12.17 07:32:51;63,857;63,713;64,101;
27172;19.12.17 07:32:52;63,845;63,740;64,013;
27173;19.12.17 07:32:53;63,863;63,679;64,048;
27174;19.12.17 07:32:54;63,679;63,524;63,932;
27175;19.12.17 07:32:55;63,679;63,522;63,797;
27176;19.12.17 07:32:56;63,638;63,508;63,890;
27177;19.12.17 07:32:57;63,681;63,566;63,826;
27178;19.12.17 07:32:58;63,608;63,506;63,748;
27179;19.12.17 07:32:59;63,688;63,561;63,761;
27180;19.12.17 07:33:00;63,640;63,545;63,760;
27181;19.12.17 07:33:01;63,683;63,545;63,776;
27182;19.12.17 07:33:02;63,568;63,465;63,660;
27183;19.12.17 07:33:03;63,633;63,558;63,705;
27184;19.12.17 07:33:04;63,707;63,637;63,803;
27185;19.12.17 07:33:05;63,613;63,438;63,808;
27186;19.12.17 07:33:06;63,643;63,601;63,687;
27187;19.12.17 07:33:07;63,700;63,595;63,795;
27188;19.12.17 07:33:08;63,684;63,592;63,740;
27189;19.12.17 07:33:09;63,660;63,539;63,783;
27190;19.12.17 07:33:10;63,688;63,498;63,884;
27191;19.12.17 07:33:11;63,735;63,501;63,870;
27192;19.12.17 07:33:12;63,670;63,587;63,790;
27193;19.12.17 07:33:13;63,755;63,530;63,938;
27194;19.12.17 07:33:14;63,654;63,561;63,721;
27195;19.12.17 07:33:15;63,724;63,612;63,827;
27196;19.12.17 07:33:16;63,644;63,457;63,820;
27197;19.12.17 07:33:17;63,668;63,554;63,807;
27198;19.12.17 07:33:18;63,708;63,583;63,855;
27199;19.12.17 07:33:19;63,661;63,520;63,748;
27200;19.12.17 07:33:20;63,650;63,466;63,764;
27201;19.12.17 07:33:21;63,683;63,575;63,794;
27202;19.12.17 07:33:22;63,695;63,657;63,750;
27203;19.12.17 07:33:23;63,672;63,547;63,864;
27204;19.12.17 07:33:24;63,641;63,553;63,779;
27205;19.12.17 07:33:25;63,664;63,550;63,749;
27206;19.12.17 07:33:26;63,613;63,502;63,812;
27207;19.12.17 07:33:27;63,648;63,474;63,913;
27208;19.12.17 07:33:28;63,607;63,589;63,633;
27209;19.12.17 07:33:29;63,741;63,497;63,903;
27210;19.12.17 07:33:30;63,617;63,483;63,753;
27211;19.12.17 07:33:31;63,656;63,576;63,741;
27212;19.12.17 07:33:32;63,628;63,422;63,811;
27213;19.12.17 07:33:33;63,620;63,504;63,703;
27214;19.12.17 07:33:34;63,713;63,553;63,808;
27215;19.12.17 07:33:35;63,661;63,545;63,815;
27216;19.12.17 07:33:36;63,747;63,557;63,904;
27217;19.12.17 07:33:37;63,635;63,554;63,816;
27218;19.12.17 07:33:38;63,714;63,528;63,922;
27219;19.12.17 07:33:39;63,775;63,646;63,901;
27220;19.12.17 07:33:40;63,710;63,558;63,785;
27221;19.12.17 07:33:41;63,680;63,525;63,855;
27222;19.12.17 07:33:42;63,681;63,596;63,817;
27223;19.12.17 07:33:43;63,725;63,641;63,882;
27224;19.12.17 07:33:44;63,620;63,560;63,695;
27225;19.12.17 07:33:45;63,729;63,459;63,913;
27226;19.12.17 07:33:46;63,637;63,481;63,763;
27227;19.12.17 07:33:47;63,660;63,567;63,769;
27228;19.12.17 07:33:48;63,663;63,588;63,798;
27229;19.12.17 07:33:49;63,646;63,472;63,823;
27230;19.12.17 07:33:50;63,630;63,565;63,697;
27231;19.12.17 07:33:51;63,710;63,590;63,841;
27232;19.12.17 07:33:52;63,783;63,520;63,935;
27233;19.12.17 07:33:53;63,732;63,601;63,996;
27234;19.12.17 07:33:54;63,797;63,689;63,979;
27235;19.12.17 07:33:55;63,781;63,741;63,817;
27236;19.12.17 07:33:56;63,795;63,609;63,920;
27237;19.12.17 07:33:57;63,821;63,746;63,994;
27238;19.12.17 07:33:58;63,764;63,641;63,963;
27239;19.12.17 07:33:59;63,788;63,605;63,930;
27240;19.12.17 07:34:00;63,763;63,636;63,955;
27241;19.12.17 07:34:01;63,762;63,606;63,928;
27242;19.12.17 07:34:02;63,772;63,606;63,935;
27243;19.12.17 07:34:03;63,771;63,671;63,943;
27244;19.12.17 07:34:04;63,641;63,506;63,882;
27245;19.12.17 07:34:05;63,736;63,617;63,805;
27246;19.12.17 07:34:06;63,703;63,636;63,811;
27247;19.12.17 07:34:07;63,709;63,617;63,834;
27248;19.12.17 07:34:08;63,774;63,613;63,884;
27249;19.12.17 07:34:09;63,634;63,528;63,767;
27250;19.12.17 07:34:10;63,763;63,579;63,876;
27251;19.12.17 07:34:11;63,715;63,549;63,883;
27252;19.12.17 07:34:12;63,729;63,516;63,962;
27253;19.12.17 07:34:13;63,697;63,582;63,826;
27254;19.12.17 07:34:14;63,695;63,592;63,752;
27255;19.12.17 07:34:15;63,713;63,542;63,808;
27256;19.12.17 07:34:16;63,693;63,542;63,784;
27257;19.12.17 07:34:17;63,620;63,518;63,733;
27258;19.12.17 07:34:18;63,637;63,591;63,686;
27259;19.12.17 07:34:19;63,727;63,621;63,856;
27260;19.12.17 07:34:20;63,684;63,427;63,908;
27261;19.12.17 07:34:21;63,637;63,425;63,764;
27262;19.12.17 07:34:22;63,663;63,552;63,720;
27263;19.12.17 07:34:23;63,656;63,484;63,784;
27264;19.12.17 07:34:24;63,700;63,590;63,800;
27265;19.12.17 07:34:25;63,570;63,456;63,666;
27266;19.12.17 07:34:26;63,713;63,610;63,809;
27267;19.12.17 07:34:27;63,599;63,446;63,751;
27268;19.12.17 07:34:28;63,667;63,515;63,768;
27269;19.12.17 07:34:29;63,618;63,419;63,740;
27270;19.12.17 07:34:30;63,677;63,551;63,831;
27271;19.12.17 07:34:31;63,656;63,517;63,747;
27272;19.12.17 07:34:32;63,700;63,607;63,767;
27273;19.12.17 07:34:33;63,699;63,487;63,886;
27274;19.12.17 07:34:34;63,649;63,571;63,748;
27275;19.12.17 07:34:35;63,688;63,578;63,835;
27276;19.12.17 07:34:36;63,670;63,633;63,752;
27277;19.12.17 07:34:37;63,726;63,629;63,872;
27278;19.12.17 07:34:38;63,660;63,545;63,720;
27279;19.12.17 07:34:39;63,595;63,536;63,655;
27280;19.12.17 07:34:40;63,613;63,497;63,724;
27281;19.12.17 07:34:41;63,587;63,523;63,665;
27282;19.12.17 07:34:42;63,638;63,481;63,754;
27283;19.12.17 07:34:43;63,619;63,455;63,705;
27284;19.12.17 07:34:44;63,574;63,474;63,653;
27285;19.12.17 07:34:45;63,608;63,529;63,673;
27286;19.12.17 07:34:46;63,617;63,503;63,783;
27287;19.12.17 07:34:47;63,614;63,554;63,679;
27288;19.12.17 07:34:48;63,602;63,521;63,720;
27289;19.12.17 07:34:49;63,668;63,529;63,732;
27290;19.12.17 07:34:50;63,564;63,457;63,714;
27291;19.12.17 07:34:51;63,674;63,607;63,808;
27292;19.12.17 07:34:52;63,560;63,426;63,643;
27293;19.12.17 07:34:53;63,569;63,512;63,672;
27294;19.12.17 07:34:54;63,615;63,486;63,807;
27295;19.12.17 07:34:55;63,607;63,491;63,737;
27296;19.12.17 07:34:56;63,614;63,406;63,744;
27297;19.12.17 07:34:57;63,520;63,384;63,721;
27298;19.12.17 07:34:58;63,590;63,403;63,697;
27299;19.12.17 07:34:59;66,572;64,872;69,173;
27300;19.12.17 07:35:00;64,620;63,518;66,119;
27301;19.12.17 07:35:01;63,553;63,409;63,689;
27302;19.12.17 07:35:02;63,554;63,486;63,662;
27303;19.12.17 07:35:03;63,740;63,633;63,845;
27304;19.12.17 07:35:04;63,654;63,503;63,838;
27305;19.12.17 07:35:05;63,701;63,636;63,824;
27306;19.12.17 07:35:06;63,626;63,464;63,822;
27307;19.12.17 07:35:07;63,759;63,665;63,876;
27308;19.12.17 07:35:08;63,711;63,610;63,828;
27309;19.12.17 07:35:09;63,722;63,628;63,776;
27310;19.12.17 07:35:10;63,704;63,616;63,757;
27311;19.12.17 07:35:11;63,694;63,616;63,792;
27312;19.12.17 07:35:12;63,723;63,576;63,845;
27313;19.12.17 07:35:13;63,660;63,600;63,766;
27314;19.12.17 07:35:14;63,755;63,567;63,863;
27315;19.12.17 07:35:15;63,640;63,446;63,752;
27316;19.12.17 07:35:16;63,625;63,539;63,742;
27317;19.12.17 07:35:17;63,664;63,499;63,817;
27318;19.12.17 07:35:18;63,586;63,489;63,696;
27319;19.12.17 07:35:19;63,637;63,466;63,845;
27320;19.12.17 07:35:20;63,556;63,497;63,637;
27321;19.12.17 07:35:21;63,653;63,463;63,780;
27322;19.12.17 07:35:22;63,598;63,440;63,763;
27323;19.12.17 07:35:23;63,614;63,491;63,676;
27324;19.12.17 07:35:24;63,617;63,471;63,746;
27325;19.12.17 07:35:25;63,580;63,503;63,671;
27326;19.12.17 07:35:26;63,604;63,564;63,638;
27327;19.12.17 07:35:27;63,645;63,482;63,743;
27328;19.12.17 07:35:28;63,656;63,601;63,677;
27329;19.12.17 07:35:29;63,629;63,508;63,822;
27330;19.12.17 07:35:30;63,671;63,602;63,786;
27331;19.12.17 07:35:31;63,603;63,489;63,720;
27332;19.12.17 07:35:32;63,704;63,536;63,983;
27333;19.12.17 07:35:33;63,613;63,443;63,784;
27334;19.12.17 07:35:34;63,701;63,535;63,860;
27335;19.12.17 07:35:35;63,653;63,508;63,791;
27336;19.12.17 07:35:36;63,605;63,478;63,731;
27337;19.12.17 07:35:37;63,663;63,578;63,729;
27338;19.12.17 07:35:38;63,676;63,598;63,817;
27339;19.12.17 07:35:39;63,688;63,509;63,951;
27340;19.12.17 07:35:40;63,716;63,643;63,840;
27341;19.12.17 07:35:41;63,640;63,592;63,712;
27342;19.12.17 07:35:42;63,682;63,517;63,809;
27343;19.12.17 07:35:43;63,654;63,528;63,883;
27344;19.12.17 07:35:44;63,735;63,665;63,801;
27345;19.12.17 07:35:45;63,609;63,478;63,721;
27346;19.12.17 07:35:46;63,645;63,561;63,701;
27347;19.12.17 07:35:47;63,626;63,443;63,827;
27348;19.12.17 07:35:48;63,605;63,538;63,709;
27349;19.12.17 07:35:49;63,664;63,595;63,777;
27350;19.12.17 07:35:50;63,616;63,507;63,724;
27351;19.12.17 07:35:51;63,672;63,470;63,793;
27352;19.12.17 07:35:52;63,563;63,470;63,710;
27353;19.12.17 07:35:53;63,634;63,396;63,793;
27354;19.12.17 07:35:54;63,585;63,508;63,706;
27355;19.12.17 07:35:55;63,636;63,499;63,811;
27356;19.12.17 07:35:56;63,604;63,479;63,718;
27357;19.12.17 07:35:57;63,612;63,533;63,662;
27358;19.12.17 07:35:58;63,710;63,527;63,845;
27359;19.12.17 07:35:59;63,602;63,506;63,755;
27360;19.12.17 07:36:00;63,661;63,487;63,772;
27361;19.12.17 07:36:01;63,652;63,561;63,781;
27362;19.12.17 07:36:02;63,640;63,487;63,764;
27363;19.12.17 07:36:03;63,666;63,631;63,721;
27364;19.12.17 07:36:04;63,604;63,505;63,661;
27365;19.12.17 07:36:05;63,685;63,503;63,746;
27366;19.12.17 07:36:06;63,602;63,425;63,776;
27367;19.12.17 07:36:07;63,663;63,558;63,768;
27368;19.12.17 07:36:08;63,597;63,525;63,833;
27369;19.12.17 07:36:09;63,638;63,500;63,736;
27370;19.12.17 07:36:10;63,633;63,557;63,702;
27371;19.12.17 07:36:11;63,658;63,529;63,888;
27372;19.12.17 07:36:12;63,663;63,435;63,824;
27373;19.12.17 07:36:13;63,603;63,492;63,695;
27374;19.12.17 07:36:14;63,678;63,568;63,809;
27375;19.12.17 07:36:15;63,575;63,482;63,668;
27376;19.12.17 07:36:16;63,737;63,533;63,960;
27377;19.12.17 07:36:17;63,635;63,484;63,765;
27378;19.12.17 07:36:18;63,637;63,547;63,761;
27379;19.12.17 07:36:19;63,650;63,516;63,809;
27380;19.12.17 07:36:20;63,647;63,521;63,731;
27381;19.12.17 07:36:21;63,656;63,583;63,830;
27382;19.12.17 07:36:22;63,624;63,483;63,740;
27383;19.12.17 07:36:23;63,687;63,609;63,828;
27384;19.12.17 07:36:24;63,740;63,625;63,985;
27385;19.12.17 07:36:25;63,749;63,674;63,896;
27386;19.12.17 07:36:26;63,712;63,578;63,798;
27387;19.12.17 07:36:27;63,714;63,544;63,875;
27388;19.12.17 07:36:28;63,581;63,489;63,661;
27389;19.12.17 07:36:29;63,644;63,473;63,705;
27390;19.12.17 07:36:30;63,703;63,555;63,896;
27391;19.12.17 07:36:31;63,646;63,512;63,782;
27392;19.12.17 07:36:32;63,728;63,565;63,864;
27393;19.12.17 07:36:33;63,579;63,487;63,704;
27394;19.12.17 07:36:34;63,655;63,528;63,821;
27395;19.12.17 07:36:35;63,615;63,474;63,734;
27396;19.12.17 07:36:36;63,655;63,490;63,823;
27397;19.12.17 07:36:37;63,652;63,512;63,804;
27398;19.12.17 07:36:38;63,676;63,517;63,812;
27399;19.12.17 07:36:39;63,701;63,614;63,807;
27400;19.12.17 07:36:40;63,635;63,520;63,791;
27401;19.12.17 07:36:41;63,722;63,622;63,899;
27402;19.12.17 07:36:42;63,619;63,484;63,678;
27403;19.12.17 07:36:43;63,641;63,486;63,813;
27404;19.12.17 07:36:44;63,587;63,481;63,668;
27405;19.12.17 07:36:45;63,657;63,520;63,735;
27406;19.12.17 07:36:46;63,648;63,560;63,802;
27407;19.12.17 07:36:47;63,596;63,505;63,690;
27408;19.12.17 07:36:48;63,635;63,424;63,742;
27409;19.12.17 07:36:49;63,635;63,505;63,779;
27410;19.12.17 07:36:50;63,593;63,524;63,674;
27411;19.12.17 07:36:51;63,566;63,440;63,747;
27412;19.12.17 07:36:52;63,599;63,443;63,734;
27413;19.12.17 07:36:53;63,724;63,654;63,858;
27414;19.12.17 07:36:54;63,615;63,489;63,722;
27415;19.12.17 07:36:55;63,715;63,670;63,824;
27416;19.12.17 07:36:56;63,569;63,483;63,704;
27417;19.12.17 07:36:57;63,631;63,550;63,741;
27418;19.12.17 07:36:58;63,568;63,441;63,707;
27419;19.12.17 07:36:59;63,615;63,518;63,750;
27420;19.12.17 07:37:00;63,590;63,465;63,787;
27421;19.12.17 07:37:01;63,619;63,472;63,822;
27422;19.12.17 07:37:02;63,633;63,489;63,792;
27423;19.12.17 07:37:03;63,610;63,538;63,681;
27424;19.12.17 07:37:04;63,790;63,598;63,891;
27425;19.12.17 07:37:05;63,687;63,632;63,746;
27426;19.12.17 07:37:06;63,711;63,583;63,807;
27427;19.12.17 07:37:07;63,674;63,616;63,781;
27428;19.12.17 07:37:08;63,673;63,500;63,837;
27429;19.12.17 07:37:09;63,677;63,536;63,837;
27430;19.12.17 07:37:10;63,670;63,540;63,773;
27431;19.12.17 07:37:11;63,716;63,650;63,746;
27432;19.12.17 07:37:12;63,632;63,504;63,761;
27433;19.12.17 07:37:13;63,648;63,537;63,790;
27434;19.12.17 07:37:14;63,639;63,498;63,842;
27435;19.12.17 07:37:15;63,652;63,493;63,769;
27436;19.12.17 07:37:16;63,613;63,502;63,661;
27437;19.12.17 07:37:17;63,608;63,504;63,774;
27438;19.12.17 07:37:18;63,688;63,483;63,852;
27439;19.12.17 07:37:19;63,595;63,492;63,795;
27440;19.12.17 07:37:20;63,702;63,570;63,785;
27441;19.12.17 07:37:21;63,661;63,585;63,734;
27442;19.12.17 07:37:22;63,762;63,710;63,822;
27443;19.12.17 07:37:23;63,678;63,510;63,806;
27444;19.12.17 07:37:24;63,752;63,550;63,872;
27445;19.12.17 07:37:25;63,750;63,626;63,881;
27446;19.12.17 07:37:26;63,696;63,577;63,845;
27447;19.12.17 07:37:27;63,798;63,674;63,918;
27448;19.12.17 07:37:28;63,868;63,714;63,987;
27449;19.12.17 07:37:29;63,810;63,635;64,018;
27450;19.12.17 07:37:30;63,849;63,685;63,998;
27451;19.12.17 07:37:31;63,871;63,649;63,990;
27452;19.12.17 07:37:32;63,936;63,788;64,100;
27453;19.12.17 07:37:33;63,807;63,714;64,048;
27454;19.12.17 07:37:34;63,888;63,767;64,015;
