Wert 1 : Wirkleistung L1 (1 s) [umg604-7000-6277]
Nummer;Zeit;Wert 1-avg[W];Wert 1-min[W];Wert 1-max[W];
28267;20.12.17 07:51:07;63,949;63,923;63,992;
28268;20.12.17 07:51:08;63,881;63,819;63,922;
28269;20.12.17 07:51:09;63,938;63,743;64,192;
28270;20.12.17 07:51:10;63,887;63,799;63,947;
28271;20.12.17 07:51:11;63,872;63,740;63,997;
28272;20.12.17 07:51:12;63,866;63,746;64,111;
28273;20.12.17 07:51:13;63,904;63,755;64,035;
28274;20.12.17 07:51:14;63,896;63,834;63,993;
28275;20.12.17 07:51:15;63,913;63,785;63,976;
28276;20.12.17 07:51:16;63,910;63,727;64,052;
28277;20.12.17 07:51:17;63,919;63,731;64,082;
28278;20.12.17 07:51:18;63,861;63,729;63,993;
28279;20.12.17 07:51:19;63,935;63,757;64,164;
28280;20.12.17 07:51:20;63,984;63,923;64,057;
28281;20.12.17 07:51:21;64,083;63,964;64,121;
28282;20.12.17 07:51:22;63,956;63,834;64,095;
28283;20.12.17 07:51:23;64,079;63,935;64,241;
28284;20.12.17 07:51:24;64,045;63,922;64,118;
28285;20.12.17 07:51:25;64,027;63,872;64,162;
28286;20.12.17 07:51:26;64,036;63,982;64,096;
28287;20.12.17 07:51:27;64,015;63,877;64,142;
28288;20.12.17 07:51:28;64,051;63,908;64,223;
28289;20.12.17 07:51:29;64,030;63,906;64,136;
28290;20.12.17 07:51:30;64,006;63,908;64,096;
28291;20.12.17 07:51:31;64,007;63,877;64,155;
28292;20.12.17 07:51:32;64,020;63,886;64,160;
28293;20.12.17 07:51:33;64,045;63,848;64,191;
28294;20.12.17 07:51:34;64,043;63,918;64,131;
28295;20.12.17 07:51:35;64,023;63,849;64,102;
28296;20.12.17 07:51:36;64,024;63,943;64,068;
28297;20.12.17 07:51:37;64,096;63,981;64,266;
28298;20.12.17 07:51:38;63,969;63,851;64,055;
28299;20.12.17 07:51:39;64,044;63,964;64,144;
28300;20.12.17 07:51:40;64,070;63,944;64,187;
28301;20.12.17 07:51:41;64,009;63,946;64,077;
28302;20.12.17 07:51:42;64,022;63,876;64,146;
28303;20.12.17 07:51:43;64,040;63,933;64,161;
28304;20.12.17 07:51:44;64,077;63,947;64,218;
28305;20.12.17 07:51:45;64,010;63,899;64,145;
28306;20.12.17 07:51:46;64,079;63,937;64,163;
28307;20.12.17 07:51:47;64,039;63,850;64,225;
28308;20.12.17 07:51:48;64,005;63,875;64,183;
28309;20.12.17 07:51:49;64,022;63,895;64,088;
28310;20.12.17 07:51:50;64,076;63,919;64,245;
28311;20.12.17 07:51:51;64,150;64,022;64,286;
28312;20.12.17 07:51:52;64,080;64,013;64,152;
28313;20.12.17 07:51:53;64,078;63,983;64,245;
28314;20.12.17 07:51:54;64,062;63,910;64,223;
28315;20.12.17 07:51:55;64,083;63,937;64,157;
28316;20.12.17 07:51:56;64,075;63,944;64,209;
28317;20.12.17 07:51:57;64,036;63,960;64,129;
28318;20.12.17 07:51:58;64,009;63,899;64,088;
28319;20.12.17 07:51:59;64,012;63,882;64,252;
28320;20.12.17 07:52:00;63,692;63,583;63,802;
28321;20.12.17 07:52:01;63,648;63,552;63,713;
28322;20.12.17 07:52:02;63,670;63,608;63,728;
28323;20.12.17 07:52:03;63,785;63,642;63,966;
28324;20.12.17 07:52:04;63,688;63,635;63,744;
28325;20.12.17 07:52:05;63,788;63,724;63,819;
28326;20.12.17 07:52:06;63,755;63,582;63,856;
28327;20.12.17 07:52:07;63,854;63,675;64,316;
28328;20.12.17 07:52:08;63,663;63,563;63,766;
28329;20.12.17 07:52:09;63,695;63,612;63,797;
28330;20.12.17 07:52:10;63,731;63,542;64,036;
28331;20.12.17 07:52:11;63,767;63,672;64,035;
28332;20.12.17 07:52:12;63,737;63,645;63,815;
28333;20.12.17 07:52:13;63,710;63,604;63,862;
28334;20.12.17 07:52:14;63,795;63,659;64,093;
28335;20.12.17 07:52:15;63,722;63,623;63,788;
28336;20.12.17 07:52:16;63,822;63,716;63,999;
28337;20.12.17 07:52:17;63,681;63,588;63,797;
28338;20.12.17 07:52:18;63,700;63,604;63,868;
28339;20.12.17 07:52:19;63,675;63,536;63,794;
28340;20.12.17 07:52:20;63,713;63,642;63,793;
28341;20.12.17 07:52:21;63,674;63,627;63,738;
28342;20.12.17 07:52:22;63,693;63,552;63,770;
28343;20.12.17 07:52:23;63,710;63,590;63,841;
28344;20.12.17 07:52:24;63,724;63,627;63,865;
28345;20.12.17 07:52:25;63,684;63,589;63,869;
28346;20.12.17 07:52:26;63,687;63,607;63,822;
28347;20.12.17 07:52:27;63,684;63,641;63,751;
28348;20.12.17 07:52:28;63,695;63,561;63,912;
28349;20.12.17 07:52:29;63,729;63,638;63,792;
28350;20.12.17 07:52:30;63,719;63,670;63,773;
28351;20.12.17 07:52:31;63,682;63,563;63,868;
28352;20.12.17 07:52:32;63,665;63,587;63,721;
28353;20.12.17 07:52:33;63,770;63,686;63,847;
28354;20.12.17 07:52:34;63,680;63,583;63,789;
28355;20.12.17 07:52:35;63,748;63,651;63,955;
28356;20.12.17 07:52:36;63,685;63,547;63,781;
28357;20.12.17 07:52:37;63,675;63,597;63,767;
28358;20.12.17 07:52:38;63,713;63,640;63,877;
28359;20.12.17 07:52:39;63,737;63,606;63,964;
28360;20.12.17 07:52:40;63,701;63,602;63,769;
28361;20.12.17 07:52:41;63,897;63,745;64,150;
28362;20.12.17 07:52:42;63,732;63,662;63,828;
28363;20.12.17 07:52:43;63,750;63,659;63,871;
28364;20.12.17 07:52:44;63,721;63,589;63,815;
28365;20.12.17 07:52:45;63,767;63,609;63,952;
28366;20.12.17 07:52:46;63,713;63,671;63,765;
28367;20.12.17 07:52:47;63,810;63,680;63,889;
28368;20.12.17 07:52:48;63,757;63,698;63,815;
28369;20.12.17 07:52:49;63,786;63,740;63,828;
28370;20.12.17 07:52:50;63,739;63,667;63,798;
28371;20.12.17 07:52:51;63,736;63,636;63,844;
28372;20.12.17 07:52:52;63,732;63,539;63,908;
28373;20.12.17 07:52:53;63,831;63,695;63,979;
28374;20.12.17 07:52:54;63,751;63,614;63,926;
28375;20.12.17 07:52:55;63,646;63,546;63,825;
28376;20.12.17 07:52:56;63,670;63,577;63,738;
28377;20.12.17 07:52:57;63,688;63,588;63,764;
28378;20.12.17 07:52:58;63,659;63,528;63,761;
28379;20.12.17 07:52:59;63,731;63,630;63,847;
28380;20.12.17 07:53:00;63,700;63,575;63,822;
28381;20.12.17 07:53:01;63,745;63,609;63,947;
28382;20.12.17 07:53:02;63,667;63,549;63,792;
28383;20.12.17 07:53:03;63,732;63,587;63,913;
28384;20.12.17 07:53:04;63,696;63,628;63,784;
28385;20.12.17 07:53:05;63,785;63,688;63,918;
28386;20.12.17 07:53:06;63,730;63,641;63,782;
28387;20.12.17 07:53:07;63,701;63,609;63,794;
28388;20.12.17 07:53:08;63,719;63,579;63,879;
28389;20.12.17 07:53:09;63,764;63,712;63,821;
28390;20.12.17 07:53:10;63,783;63,684;63,910;
28391;20.12.17 07:53:11;63,711;63,559;63,858;
28392;20.12.17 07:53:12;63,752;63,695;63,882;
28393;20.12.17 07:53:13;63,785;63,734;63,861;
28394;20.12.17 07:53:14;63,772;63,691;63,850;
28395;20.12.17 07:53:15;63,711;63,573;63,821;
28396;20.12.17 07:53:16;63,783;63,658;63,916;
28397;20.12.17 07:53:17;63,748;63,564;63,915;
28398;20.12.17 07:53:18;63,764;63,648;63,956;
28399;20.12.17 07:53:19;63,782;63,705;63,880;
28400;20.12.17 07:53:20;63,792;63,681;63,928;
28401;20.12.17 07:53:21;63,788;63,752;63,828;
28402;20.12.17 07:53:22;63,709;63,574;63,792;
28403;20.12.17 07:53:23;63,852;63,751;63,999;
28404;20.12.17 07:53:24;63,775;63,620;63,887;
28405;20.12.17 07:53:25;63,713;63,568;63,800;
28406;20.12.17 07:53:26;63,761;63,582;63,856;
28407;20.12.17 07:53:27;63,715;63,604;63,782;
28408;20.12.17 07:53:28;63,754;63,675;63,828;
28409;20.12.17 07:53:29;63,814;63,681;63,955;
28410;20.12.17 07:53:30;63,893;63,732;63,992;
28411;20.12.17 07:53:31;63,999;63,860;64,119;
28412;20.12.17 07:53:32;63,978;63,825;64,124;
28413;20.12.17 07:53:33;64,023;63,911;64,214;
28414;20.12.17 07:53:34;63,959;63,884;64,023;
28415;20.12.17 07:53:35;64,009;63,921;64,090;
28416;20.12.17 07:53:36;63,965;63,848;64,145;
28417;20.12.17 07:53:37;64,013;63,905;64,173;
28418;20.12.17 07:53:38;63,961;63,767;64,125;
28419;20.12.17 07:53:39;63,974;63,830;64,138;
28420;20.12.17 07:53:40;63,999;63,843;64,140;
28421;20.12.17 07:53:41;63,902;63,782;64,004;
28422;20.12.17 07:53:42;63,955;63,840;64,180;
28423;20.12.17 07:53:43;63,986;63,893;64,085;
28424;20.12.17 07:53:44;63,940;63,875;64,004;
28425;20.12.17 07:53:45;63,960;63,864;64,029;
28426;20.12.17 07:53:46;63,913;63,807;64,043;
28427;20.12.17 07:53:47;63,962;63,861;64,039;
28428;20.12.17 07:53:48;63,935;63,688;64,074;
28429;20.12.17 07:53:49;63,909;63,796;64,031;
28430;20.12.17 07:53:50;63,872;63,735;64,035;
28431;20.12.17 07:53:51;63,930;63,796;64,115;
28432;20.12.17 07:53:52;63,855;63,726;64,027;
28433;20.12.17 07:53:53;63,831;63,733;63,901;
28434;20.12.17 07:53:54;63,914;63,743;64,007;
28435;20.12.17 07:53:55;63,844;63,778;63,964;
28436;20.12.17 07:53:56;63,935;63,802;64,117;
28437;20.12.17 07:53:57;63,937;63,897;63,983;
28438;20.12.17 07:53:58;63,921;63,824;64,045;
28439;20.12.17 07:53:59;63,921;63,838;63,978;
28440;20.12.17 07:54:00;63,945;63,907;63,973;
28441;20.12.17 07:54:01;64,068;63,906;64,293;
28442;20.12.17 07:54:02;64,070;63,979;64,218;
28443;20.12.17 07:54:03;64,083;63,930;64,201;
28444;20.12.17 07:54:04;64,049;63,901;64,240;
28445;20.12.17 07:54:05;64,053;63,986;64,169;
28446;20.12.17 07:54:06;64,048;63,970;64,195;
28447;20.12.17 07:54:07;64,028;63,910;64,206;
28448;20.12.17 07:54:08;64,050;64,008;64,118;
28449;20.12.17 07:54:09;64,053;63,953;64,111;
28450;20.12.17 07:54:10;64,064;63,921;64,179;
28451;20.12.17 07:54:11;64,063;63,983;64,113;
28452;20.12.17 07:54:12;64,067;63,941;64,244;
28453;20.12.17 07:54:13;64,086;64,059;64,173;
28454;20.12.17 07:54:14;64,085;64,027;64,125;
28455;20.12.17 07:54:15;64,098;63,987;64,222;
28456;20.12.17 07:54:16;64,063;63,881;64,184;
28457;20.12.17 07:54:17;63,999;63,908;64,111;
28458;20.12.17 07:54:18;64,042;63,864;64,208;
28459;20.12.17 07:54:19;63,977;63,881;64,053;
28460;20.12.17 07:54:20;63,997;63,906;64,099;
28461;20.12.17 07:54:21;64,055;63,855;64,196;
28462;20.12.17 07:54:22;64,001;63,834;64,114;
28463;20.12.17 07:54:23;64,048;63,905;64,236;
28464;20.12.17 07:54:24;64,029;63,936;64,179;
28465;20.12.17 07:54:25;64,076;63,935;64,351;
28466;20.12.17 07:54:26;64,063;63,913;64,254;
28467;20.12.17 07:54:27;64,047;63,920;64,111;
28468;20.12.17 07:54:28;64,051;63,929;64,160;
28469;20.12.17 07:54:29;64,056;63,954;64,233;
28470;20.12.17 07:54:30;64,120;64,027;64,237;
28471;20.12.17 07:54:31;64,134;64,001;64,224;
28472;20.12.17 07:54:32;64,188;64,107;64,232;
28473;20.12.17 07:54:33;64,120;64,087;64,172;
28474;20.12.17 07:54:34;64,108;64,045;64,162;
28475;20.12.17 07:54:35;64,130;63,963;64,233;
28476;20.12.17 07:54:36;64,135;64,048;64,224;
28477;20.12.17 07:54:37;64,102;63,999;64,160;
28478;20.12.17 07:54:38;64,084;64,025;64,143;
28479;20.12.17 07:54:39;64,133;64,070;64,237;
28480;20.12.17 07:54:40;63,873;63,748;64,134;
28481;20.12.17 07:54:41;63,753;63,694;63,835;
28482;20.12.17 07:54:42;63,808;63,538;64,006;
28483;20.12.17 07:54:43;63,702;63,616;63,782;
28484;20.12.17 07:54:44;63,822;63,678;63,914;
28485;20.12.17 07:54:45;63,829;63,630;63,944;
28486;20.12.17 07:54:46;63,823;63,631;64,096;
28487;20.12.17 07:54:47;63,675;63,510;63,872;
28488;20.12.17 07:54:48;63,668;63,534;63,877;
28489;20.12.17 07:54:49;63,932;63,835;64,250;
28490;20.12.17 07:54:50;63,831;63,602;64,151;
28491;20.12.17 07:54:51;63,843;63,733;64,004;
28492;20.12.17 07:54:52;63,773;63,641;63,857;
28493;20.12.17 07:54:53;63,958;63,673;64,222;
28494;20.12.17 07:54:54;63,691;63,575;63,754;
28495;20.12.17 07:54:55;63,747;63,557;63,938;
28496;20.12.17 07:54:56;63,700;63,562;63,882;
28497;20.12.17 07:54:57;63,731;63,641;63,790;
28498;20.12.17 07:54:58;63,743;63,580;63,865;
28499;20.12.17 07:54:59;63,690;63,649;63,741;
28500;20.12.17 07:55:00;63,773;63,625;63,991;
28501;20.12.17 07:55:01;63,707;63,626;63,865;
28502;20.12.17 07:55:02;63,714;63,648;63,785;
28503;20.12.17 07:55:03;63,737;63,671;63,843;
28504;20.12.17 07:55:04;63,762;63,704;63,821;
28505;20.12.17 07:55:05;63,712;63,648;63,861;
28506;20.12.17 07:55:06;63,731;63,644;63,797;
28507;20.12.17 07:55:07;63,751;63,652;63,818;
28508;20.12.17 07:55:08;63,800;63,659;63,942;
28509;20.12.17 07:55:09;63,680;63,606;63,833;
28510;20.12.17 07:55:10;63,766;63,674;63,881;
28511;20.12.17 07:55:11;63,706;63,651;63,772;
28512;20.12.17 07:55:12;63,722;63,659;63,778;
28513;20.12.17 07:55:13;63,683;63,606;63,732;
28514;20.12.17 07:55:14;63,751;63,670;63,894;
28515;20.12.17 07:55:15;63,702;63,615;63,797;
28516;20.12.17 07:55:16;63,671;63,593;63,752;
28517;20.12.17 07:55:17;63,697;63,573;63,946;
28518;20.12.17 07:55:18;63,685;63,642;63,728;
28519;20.12.17 07:55:19;63,788;63,666;63,957;
28520;20.12.17 07:55:20;63,698;63,632;63,837;
28521;20.12.17 07:55:21;63,726;63,649;63,792;
28522;20.12.17 07:55:22;63,685;63,560;63,748;
28523;20.12.17 07:55:23;63,773;63,651;63,881;
28524;20.12.17 07:55:24;63,747;63,687;63,847;
28525;20.12.17 07:55:25;63,720;63,686;63,761;
28526;20.12.17 07:55:26;63,794;63,690;63,862;
28527;20.12.17 07:55:27;63,751;63,630;63,859;
28528;20.12.17 07:55:28;63,688;63,605;63,826;
28529;20.12.17 07:55:29;63,860;63,709;63,960;
28530;20.12.17 07:55:30;63,819;63,699;64,132;
28531;20.12.17 07:55:31;63,760;63,581;63,923;
28532;20.12.17 07:55:32;63,770;63,593;63,863;
28533;20.12.17 07:55:33;63,744;63,627;63,851;
28534;20.12.17 07:55:34;63,756;63,701;63,810;
28535;20.12.17 07:55:35;63,685;63,598;63,765;
28536;20.12.17 07:55:36;63,768;63,607;63,848;
28537;20.12.17 07:55:37;63,695;63,644;63,810;
28538;20.12.17 07:55:38;63,817;63,594;63,983;
28539;20.12.17 07:55:39;63,724;63,544;63,871;
28540;20.12.17 07:55:40;63,762;63,565;63,904;
28541;20.12.17 07:55:41;63,707;63,605;63,842;
28542;20.12.17 07:55:42;63,697;63,572;63,920;
28543;20.12.17 07:55:43;63,793;63,737;63,843;
28544;20.12.17 07:55:44;63,691;63,616;63,770;
28545;20.12.17 07:55:45;63,713;63,642;63,864;
28546;20.12.17 07:55:46;63,682;63,584;63,790;
28547;20.12.17 07:55:47;63,767;63,569;63,883;
28548;20.12.17 07:55:48;63,666;63,531;63,805;
28549;20.12.17 07:55:49;63,693;63,626;63,759;
28550;20.12.17 07:55:50;63,777;63,609;64,093;
28551;20.12.17 07:55:51;63,710;63,564;63,861;
28552;20.12.17 07:55:52;63,766;63,609;63,889;
28553;20.12.17 07:55:53;63,702;63,568;63,859;
28554;20.12.17 07:55:54;63,776;63,718;63,852;
28555;20.12.17 07:55:55;63,811;63,655;63,929;
28556;20.12.17 07:55:56;63,745;63,640;63,840;
28557;20.12.17 07:55:57;63,725;63,668;63,821;
28558;20.12.17 07:55:58;63,821;63,658;64,089;
28559;20.12.17 07:55:59;63,781;63,668;63,857;
28560;20.12.17 07:56:00;63,802;63,716;63,901;
28561;20.12.17 07:56:01;63,762;63,669;63,803;
28562;20.12.17 07:56:02;63,769;63,692;63,860;
28563;20.12.17 07:56:03;63,772;63,758;63,792;
28564;20.12.17 07:56:04;63,795;63,679;64,024;
28565;20.12.17 07:56:05;63,881;63,712;64,074;
28566;20.12.17 07:56:06;63,784;63,661;63,870;
28567;20.12.17 07:56:07;63,837;63,725;63,974;
28568;20.12.17 07:56:08;63,829;63,668;64,057;
28569;20.12.17 07:56:09;63,743;63,581;63,855;
28570;20.12.17 07:56:10;63,911;63,745;64,056;
28571;20.12.17 07:56:11;63,892;63,818;63,969;
28572;20.12.17 07:56:12;63,922;63,797;64,026;
28573;20.12.17 07:56:13;64,023;63,870;64,140;
28574;20.12.17 07:56:14;63,985;63,816;64,205;
28575;20.12.17 07:56:15;63,938;63,866;63,990;
28576;20.12.17 07:56:16;64,006;63,864;64,349;
28577;20.12.17 07:56:17;63,959;63,845;64,088;
28578;20.12.17 07:56:18;64,017;63,915;64,235;
28579;20.12.17 07:56:19;63,964;63,915;64,077;
28580;20.12.17 07:56:20;63,955;63,853;63,999;
28581;20.12.17 07:56:21;63,919;63,861;64,051;
28582;20.12.17 07:56:22;63,956;63,846;64,056;
28583;20.12.17 07:56:23;63,930;63,738;64,050;
28584;20.12.17 07:56:24;63,947;63,851;64,101;
28585;20.12.17 07:56:25;63,884;63,723;64,031;
28586;20.12.17 07:56:26;63,920;63,705;63,997;
28587;20.12.17 07:56:27;63,946;63,815;64,029;
28588;20.12.17 07:56:28;63,925;63,830;64,127;
28589;20.12.17 07:56:29;63,974;63,897;64,151;
28590;20.12.17 07:56:30;64,044;63,901;64,152;
28591;20.12.17 07:56:31;63,926;63,790;64,045;
28592;20.12.17 07:56:32;63,944;63,877;64,110;
28593;20.12.17 07:56:33;63,909;63,735;64,024;
28594;20.12.17 07:56:34;63,978;63,836;64,064;
28595;20.12.17 07:56:35;63,911;63,786;64,028;
28596;20.12.17 07:56:36;63,952;63,898;63,988;
28597;20.12.17 07:56:37;63,915;63,838;63,984;
28598;20.12.17 07:56:38;63,995;63,773;64,156;
28599;20.12.17 07:56:39;63,900;63,769;64,077;
28600;20.12.17 07:56:40;63,917;63,848;63,996;
28601;20.12.17 07:56:41;64,023;63,946;64,089;
28602;20.12.17 07:56:42;64,033;63,858;64,263;
28603;20.12.17 07:56:43;64,029;63,968;64,107;
28604;20.12.17 07:56:44;63,984;63,861;64,058;
28605;20.12.17 07:56:45;64,028;63,887;64,128;
28606;20.12.17 07:56:46;64,031;63,927;64,144;
28607;20.12.17 07:56:47;64,103;63,967;64,257;
28608;20.12.17 07:56:48;63,996;63,936;64,085;
28609;20.12.17 07:56:49;64,045;63,933;64,129;
28610;20.12.17 07:56:50;64,068;63,972;64,162;
28611;20.12.17 07:56:51;64,110;63,959;64,220;
28612;20.12.17 07:56:52;64,112;63,995;64,200;
28613;20.12.17 07:56:53;64,080;63,977;64,125;
28614;20.12.17 07:56:54;64,131;64,075;64,182;
28615;20.12.17 07:56:55;64,090;64,030;64,143;
28616;20.12.17 07:56:56;64,107;64,039;64,214;
28617;20.12.17 07:56:57;64,081;64,004;64,150;
28618;20.12.17 07:56:58;64,083;64,049;64,117;
28619;20.12.17 07:56:59;64,103;63,976;64,183;
28620;20.12.17 07:57:00;63,939;63,640;64,059;
28621;20.12.17 07:57:01;63,722;63,642;63,780;
28622;20.12.17 07:57:02;63,674;63,616;63,737;
28623;20.12.17 07:57:03;63,679;63,567;63,751;
28624;20.12.17 07:57:04;63,708;63,603;63,775;
28625;20.12.17 07:57:05;63,672;63,566;63,755;
28626;20.12.17 07:57:06;63,719;63,626;63,867;
28627;20.12.17 07:57:07;63,698;63,628;63,788;
28628;20.12.17 07:57:08;63,672;63,545;63,779;
28629;20.12.17 07:57:09;63,647;63,576;63,760;
28630;20.12.17 07:57:10;63,674;63,638;63,733;
28631;20.12.17 07:57:11;63,675;63,628;63,731;
28632;20.12.17 07:57:12;63,673;63,583;63,814;
28633;20.12.17 07:57:13;63,768;63,724;63,817;
28634;20.12.17 07:57:14;63,709;63,581;64,037;
28635;20.12.17 07:57:15;63,717;63,603;63,928;
28636;20.12.17 07:57:16;63,727;63,656;63,803;
28637;20.12.17 07:57:17;63,731;63,633;63,815;
28638;20.12.17 07:57:18;63,686;63,625;63,762;
28639;20.12.17 07:57:19;63,736;63,674;63,796;
28640;20.12.17 07:57:20;63,734;63,580;63,958;
28641;20.12.17 07:57:21;63,765;63,743;63,800;
28642;20.12.17 07:57:22;63,770;63,637;63,886;
28643;20.12.17 07:57:23;63,762;63,571;63,896;
28644;20.12.17 07:57:24;63,782;63,697;63,881;
28645;20.12.17 07:57:25;63,936;63,667;64,163;
28646;20.12.17 07:57:26;64,085;64,058;64,127;
28647;20.12.17 07:57:27;64,071;63,964;64,170;
28648;20.12.17 07:57:28;64,100;63,951;64,229;
28649;20.12.17 07:57:29;64,006;63,893;64,125;
28650;20.12.17 07:57:30;64,127;63,927;64,291;
28651;20.12.17 07:57:31;64,137;64,063;64,220;
28652;20.12.17 07:57:32;64,044;63,977;64,183;
28653;20.12.17 07:57:33;64,134;64,050;64,335;
28654;20.12.17 07:57:34;64,047;63,939;64,151;
28655;20.12.17 07:57:35;64,097;63,997;64,224;
28656;20.12.17 07:57:36;64,010;63,910;64,177;
28657;20.12.17 07:57:37;64,031;63,938;64,191;
28658;20.12.17 07:57:38;64,007;63,866;64,147;
28659;20.12.17 07:57:39;64,028;63,960;64,098;
28660;20.12.17 07:57:40;63,995;63,851;64,138;
28661;20.12.17 07:57:41;64,028;63,863;64,229;
28662;20.12.17 07:57:42;64,076;63,933;64,209;
28663;20.12.17 07:57:43;64,055;63,938;64,249;
28664;20.12.17 07:57:44;64,171;63,989;64,420;
28665;20.12.17 07:57:45;64,001;63,886;64,110;
28666;20.12.17 07:57:46;64,073;64,042;64,137;
28667;20.12.17 07:57:47;64,036;63,982;64,105;
28668;20.12.17 07:57:48;64,069;64,043;64,130;
28669;20.12.17 07:57:49;64,073;64,024;64,106;
28670;20.12.17 07:57:50;64,131;63,889;64,273;
28671;20.12.17 07:57:51;64,129;64,002;64,302;
28672;20.12.17 07:57:52;64,080;63,958;64,202;
28673;20.12.17 07:57:53;64,149;64,072;64,245;
28674;20.12.17 07:57:54;64,037;63,973;64,082;
28675;20.12.17 07:57:55;64,150;63,989;64,275;
28676;20.12.17 07:57:56;64,086;63,989;64,236;
28677;20.12.17 07:57:57;64,108;64,044;64,152;
28678;20.12.17 07:57:58;64,050;63,948;64,143;
28679;20.12.17 07:57:59;64,099;63,994;64,179;
28680;20.12.17 07:58:00;64,084;64,005;64,184;
28681;20.12.17 07:58:01;64,069;64,001;64,115;
28682;20.12.17 07:58:02;64,051;63,934;64,166;
28683;20.12.17 07:58:03;64,034;63,931;64,152;
28684;20.12.17 07:58:04;64,111;63,967;64,280;
28685;20.12.17 07:58:05;64,142;64,058;64,231;
28686;20.12.17 07:58:06;64,167;64,064;64,260;
28687;20.12.17 07:58:07;64,102;63,979;64,225;
28688;20.12.17 07:58:08;64,198;64,136;64,274;
28689;20.12.17 07:58:09;64,129;64,057;64,193;
28690;20.12.17 07:58:10;64,114;64,037;64,202;
28691;20.12.17 07:58:11;64,160;64,017;64,287;
28692;20.12.17 07:58:12;64,210;63,985;64,372;
28693;20.12.17 07:58:13;64,202;64,120;64,368;
28694;20.12.17 07:58:14;64,123;64,029;64,247;
28695;20.12.17 07:58:15;64,150;63,921;64,342;
28696;20.12.17 07:58:16;63,891;63,728;64,009;
28697;20.12.17 07:58:17;63,920;63,842;63,997;
28698;20.12.17 07:58:18;63,917;63,861;63,999;
28699;20.12.17 07:58:19;63,942;63,841;64,142;
28700;20.12.17 07:58:20;63,963;63,864;64,036;
28701;20.12.17 07:58:21;63,926;63,829;64,030;
28702;20.12.17 07:58:22;63,919;63,813;64,043;
28703;20.12.17 07:58:23;63,926;63,845;64,033;
28704;20.12.17 07:58:24;63,961;63,789;64,034;
28705;20.12.17 07:58:25;63,944;63,896;64,031;
28706;20.12.17 07:58:26;64,005;63,937;64,156;
28707;20.12.17 07:58:27;64,013;63,890;64,126;
28708;20.12.17 07:58:28;63,972;63,840;64,182;
28709;20.12.17 07:58:29;64,016;63,893;64,288;
28710;20.12.17 07:58:30;63,976;63,841;64,245;
28711;20.12.17 07:58:31;64,056;63,774;64,323;
28712;20.12.17 07:58:32;63,965;63,915;64,088;
28713;20.12.17 07:58:33;63,929;63,885;63,982;
28714;20.12.17 07:58:34;63,967;63,741;64,203;
28715;20.12.17 07:58:35;63,988;63,868;64,098;
28716;20.12.17 07:58:36;63,956;63,779;64,120;
28717;20.12.17 07:58:37;63,797;63,674;63,919;
28718;20.12.17 07:58:38;63,802;63,724;63,851;
28719;20.12.17 07:58:39;63,818;63,729;63,875;
28720;20.12.17 07:58:40;63,872;63,779;64,035;
28721;20.12.17 07:58:41;63,883;63,749;64,006;
28722;20.12.17 07:58:42;63,839;63,753;63,888;
28723;20.12.17 07:58:43;63,839;63,766;63,980;
28724;20.12.17 07:58:44;63,882;63,752;64,127;
28725;20.12.17 07:58:45;63,860;63,753;63,973;
28726;20.12.17 07:58:46;63,828;63,704;63,981;
28727;20.12.17 07:58:47;63,831;63,748;63,910;
28728;20.12.17 07:58:48;63,969;63,702;64,313;
28729;20.12.17 07:58:49;63,937;63,652;64,681;
28730;20.12.17 07:58:50;63,905;63,664;64,030;
28731;20.12.17 07:58:51;64,048;63,658;64,251;
28732;20.12.17 07:58:52;64,017;63,686;64,406;
28733;20.12.17 07:58:53;63,896;63,615;64,104;
28734;20.12.17 07:58:54;64,062;63,782;64,578;
28735;20.12.17 07:58:55;63,882;63,482;64,807;
28736;20.12.17 07:58:56;63,972;63,759;64,293;
28737;20.12.17 07:58:57;63,742;63,624;63,818;
28738;20.12.17 07:58:58;64,063;63,890;64,211;
28739;20.12.17 07:58:59;64,317;64,100;64,601;
28740;20.12.17 07:59:00;64,067;63,692;64,622;
28741;20.12.17 07:59:01;63,764;63,519;64,206;
28742;20.12.17 07:59:02;64,055;63,669;64,354;
28743;20.12.17 07:59:03;63,803;63,547;64,061;
28744;20.12.17 07:59:04;63,768;63,676;63,905;
28745;20.12.17 07:59:05;63,975;63,755;64,460;
28746;20.12.17 07:59:06;63,921;63,706;64,282;
28747;20.12.17 07:59:07;64,296;63,995;64,560;
28748;20.12.17 07:59:08;63,916;63,640;64,226;
28749;20.12.17 07:59:09;63,905;63,690;64,171;
28750;20.12.17 07:59:10;63,825;63,693;63,906;
28751;20.12.17 07:59:11;63,833;63,768;63,903;
28752;20.12.17 07:59:12;63,837;63,739;63,905;
28753;20.12.17 07:59:13;63,858;63,770;63,964;
28754;20.12.17 07:59:14;63,859;63,729;64,046;
28755;20.12.17 07:59:15;63,886;63,788;63,973;
28756;20.12.17 07:59:16;63,900;63,793;63,979;
28757;20.12.17 07:59:17;63,864;63,677;64,056;
28758;20.12.17 07:59:18;63,911;63,813;64,019;
28759;20.12.17 07:59:19;63,791;63,727;63,867;
28760;20.12.17 07:59:20;63,802;63,773;63,866;
28761;20.12.17 07:59:21;64,040;63,828;64,230;
28762;20.12.17 07:59:22;64,201;64,115;64,276;
28763;20.12.17 07:59:23;64,171;64,059;64,281;
